Subject,Category,Subcategory,Popular,Promua,Picture,Keywords,Description
Уроки,Уроки спорта,Уроки кайтбординг,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/recreational.jpg,"",""
Уроки,Уроки оздоровительные,Уроки йоги,true,true,https://d12gbqriwgmg5d.cloudfront.net/categories/recreational.jpg,"",""
Личные потребности,Красота,Кислотный педикюр,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Биозавивка волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Уход за телом,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Коррекция ногтей,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Дневной макияж,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Вечерний макияж,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Коррекция бровей,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Наращивание ресниц,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Уход за лицом,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Окрашивание волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Наращивание волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Выпрямление волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Укладка волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Лечение волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Ламинирование волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Маникюр,true,true,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Наращивание ногтей,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Педикюр,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Химическая завивка,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Ритуалы для волос,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Красота,Стилист,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,Имиджмейкер,""
Личные потребности,Красота,Татуаж,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,Перманентный макияж,""
Личные потребности,Красота,Депиляция,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"Шугаринг,сахарная эпиляции",""
Личные потребности,Красота,Свадебный макияж,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/beauty.jpg,"",""
Личные потребности,Консалтинг,Прокат костюмов,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/consulting.jpg,"",""
Личные потребности,Ремесла,Ремонт велосипедов,false,false,https://d12gbqriwgmg5d.cloudfront.net/categories/crafts.jpg,"",""
